LONGITUD,LATITUD,NOMBRE,CODIGO,CATEGORIA,ICO,ESTADO,COD_OLD,ALTITUD,FECHA_INICIO,FECHA_FIN
-76.50556,-8.18111,TOCACHE,47E2E456,EHMA,H,AUTOMATICA,,446,201408,201909
-70.15224,-17.96844,CERRO BLANCO,47E13530,EHA,H,AUTOMATICA,,885,201408,201909
-70.45456,-17.63312,CORUCA,47E1A052,EHA,H,AUTOMATICA,,834,201410,201909
-70.47178,-17.74313,LA TRANCA PSI,4722F344,EHA,H,AUTOMATICA,,629,201210,201909
-69.91656,-17.69071,CAPLINA,47E143A0,EHA,H,AUTOMATICA,,3561,201410,201909
-70.09888,-17.8151,CHALLATA,47E195C8,EHA,H,AUTOMATICA,,1482,201407,201909
-69.76485,-17.53886,REPRESA PAUCARANI,47E113DC,EHA,H,AUTOMATICA,,4587,201406,201909
-69.62672,-17.57994,BOCATOMA EL AYRO,47E2B42A,EMA,M,AUTOMATICA,,4258,201407,201909
-70.25519,-17.26708,CANDARAVE,47E2C2BA,EMA,M,AUTOMATICA,,3476,201410,201909
-70.28831,-17.11413,CORACHAY II,47E1654C,EHA,H,AUTOMATICA,,4146,201409,201909
-70.30828,-17.37072,LAGUNA ARICOTA,47E12646,EHA,M,AUTOMATICA,,2788,201406,201909
-70.54263,-17.47659,TICAPAMPA PSI,214800,EHA,H,AUTOMATICA,,1093,199912,201909
-70.03641,-17.4791,TARATA,47E2D1CC,EMA,M,AUTOMATICA,,3042,201407,201909
-69.66186,-17.30847,CHUAPALCA,47E292C6,EMA,M,AUTOMATICA,,4204,201404,201909
-70.17213,-17.47491,PUENTE TALAPALCA,47E150D6,EHA,H,AUTOMATICA,,2177,201408,201909
-69.93917,-17.19972,ANCOAQUE,117059,EHA,H,AUTOMATICA,,4395,201512,201909
-70.04305,-17.0788,VILACOTA,47E2A75C,EMA,M,AUTOMATICA,,4465,201410,201909
-70.00949,-17.23771,SALIDA TUNEL KOVIRE,47E1763A,EHA,H,AUTOMATICA,,4356,201410,201909
-69.94863,-17.3692,REPRESA JARUMAS,47E1B324,EHA,H,AUTOMATICA,,4548,201408,201909
-80.4609,-3.5709,PUENTE TUMBES,47E024BC,EHA,H,AUTOMATICA,,10,201410,201909
-80.42964,-3.55117,CAMPAMENTO SEDE,472EF2D8,EMA,M,AUTOMATICA,,12,201410,201909
-80.4575,-3.81333,RICA PLAYA,472F264A,EMA,M,AUTOMATICA,,113,201412,201909
-80.505,-3.99945,HUASIMO,472F43AC,EMA,M,AUTOMATICA,,602,201412,201909
-80.40182,-3.97594,CABO INGA,472F00A6,EMA,M,AUTOMATICA,,228,201412,201909
-80.39898,-3.97972,CABO INGA,47E01126,EHA,H,AUTOMATICA,,143,201412,201909
-80.45689,-3.7687,EL TIGRE,4724A3F6,EHMA,H,AUTOMATICA,,44,201409,201909
-80.65058,-3.93911,CAÑAVERAL,472F13D0,EMA,M,AUTOMATICA,,144,201412,201909
-80.19833,-3.68278,MATAPALO,472F353C,EMA,M,AUTOMATICA,,70,201410,201909
-74.49886,-7.89825,CALLERIA,47E86310,EMA,M,AUTOMATICA,,165,201503,201909
-70.75028,-9.75028,PUERTO ESPERANZA,47E87066,EMA,M,AUTOMATICA,,275,201504,201909
-75.74496,-13.65773,LETRAYOC PSI,213403,EHA,H,AUTOMATICA,,682,201410,201909
-75.06167,-11.92667,HUAYTAPALLANA,472DF5D6,EMA,M,AUTOMATICA,,4684,201410,201909
-74.70028,-11.23361,SATIPO,4725C4EA,EAMA,M,AUTOMATICA,,1370,200807,201909
-75.69028,-11.39694,TARMA,47257764,EMA,M,AUTOMATICA,,3200,201410,201909
-75.7557,-11.7328,CHACAPALPA,111288,EMA,M,AUTOMATICA,,3752,201512,201909
-76.32508,-11.40443,MARCAPOMACOCHA,472D9030,EMA,M,AUTOMATICA,,4447,201506,201909
-78.40242,-7.67042,LA FORTUNA,107131,EMA,M,AUTOMATICA,,3290,201612,201909
-78.38012,-7.79636,PUENTE COINA,472E74CC,EHMA,M,AUTOMATICA,,1812,201506,201909
-78.31184,-7.85642,CAPACHIQUE,472EB1D2,EMA,M,AUTOMATICA,,2904,201312,201909
-77.90148,-7.9123,TICAPAMPA,107130,EAA,M,AUTOMATICA,,2819,201606,201909
-78.3079,-8.00419,QUIRUVILCA,4727319A,EMA,M,AUTOMATICA,,4047,201410,201909
-78.81051,-7.54919,PUENTE PALMIRA,472E5220,EHMA,M,AUTOMATICA,,647,201506,201909
-78.82367,-7.47987,CASCAS,472EA2A4,EMA,M,AUTOMATICA,,1251,201312,201909
-78.70694,-7.57417,EL TAMBO,47E0A2A8,EHMA,M,AUTOMATICA,,700,201502,201909
-78.55135,-7.64333,LUCMA,472D552E,EMA,M,AUTOMATICA,,2219,201402,201909
-78.66725,-7.7635,MARMOT,472CC2B6,EAMA,M,AUTOMATICA,,2925,201406,201909
-79.42792,-6.65489,TINAJONES,47E2F720,EMA,M,AUTOMATICA,,181,201503,201909
-79.68203,-6.06692,MOTUPE,47201542,EMA,M,AUTOMATICA,,191,201410,201909
-79.98416,-5.53579,EL VIRREY,472F50DA,EMA,M,AUTOMATICA,,206,201412,201909
-79.81911,-5.83714,OLMOS,4726F67E,EMA,M,AUTOMATICA,,120,201410,201909
-77.15139,-11.77606,EMA-ANTONIO RAIMONDI,472A218A,EMA,M,AUTOMATICA,,47,201406,201909
-76.91861,-12.02611,SANTA ANITA,112271,EAA,M,AUTOMATICA,,362,200601,201903
-76.91861,-12.02611,ATE,112192,EAA,M,AUTOMATICA,,362,201609,201909
-77.03364,-11.90219,CARABAYLLO,111286,EAA,M,AUTOMATICA,,190,201609,201909
-77.0432,-12.07057,CAMPO DE MARTE,112181,EMA,M,AUTOMATICA,,124,201410,201909
-76.93931,-12.08221,VON HUMBOLDT,472AC278,EMA,M,AUTOMATICA,,247,201410,201909
-76.84194,-11.98744,ÑAÑA,111290,EMA,M,AUTOMATICA,,543,201711,201909
-76.68973,-11.92985,CHOSICA,47278214,EHMA,H,AUTOMATICA,,867,201409,201909
-77.00777,-12.10863,SAN BORJA,112270,EMA,M,AUTOMATICA,,136,200601,201903
-76.94883,-12.01689,HUACHIPA,112266,EAA,M,AUTOMATICA,,294,201612,201908
-76.99925,-11.98164,SAN JUAN DE LURIGANCHO,112267,EAA,M,AUTOMATICA,,240,201610,201909
