;FECHA;TMAX;TMIN;HR;PP
691;2011-12-15;;;;30.0
692;2011-12-16;;;;2.0
693;2011-12-17;;;;0.0
694;2011-12-18;;;;3.0
695;2011-12-19;;;;33.9
696;2011-12-20;;;;8.3
697;2011-12-21;;;;29.8
698;2011-12-22;;;;0.0
699;2011-12-23;;;;0.0
700;2011-12-24;;;;0.0
701;2011-12-25;;;;29.5
702;2011-12-26;;;;35.0
703;2011-12-27;;;;0.0
704;2011-12-28;;;;0.0
705;2011-12-29;;;;0.0
706;2011-12-30;;;;23.0
707;2011-12-31;;;;0.0
708;2012-01-01;;;;34.7
709;2012-01-02;;;;0.0
710;2012-01-03;;;;14.1
711;2012-01-04;;;;38.4
712;2012-01-05;;;;0.0
713;2012-01-06;;;;0.0
714;2012-01-07;;;;15.0
715;2012-01-08;;;;9.0
716;2012-01-09;;;;6.7
717;2012-01-10;;;;0.0
718;2012-01-11;;;;10.0
719;2012-01-12;;;;27.2
720;2012-01-13;;;;12.5
721;2012-01-14;;;;4.0
722;2012-01-15;;;;0.0
723;2012-01-16;;;;0.0
724;2012-01-17;;;;0.0
725;2012-01-18;;;;0.0
726;2012-01-19;;;;35.0
727;2012-01-20;;;;113.7
728;2012-01-21;;;;0.0
729;2012-01-22;;;;0.0
730;2012-01-23;;;;0.0
731;2012-01-24;;;;1.0
732;2012-01-25;;;;0.0
733;2012-01-26;;;;0.0
734;2012-01-27;;;;3.0
735;2012-01-28;;;;1.0
736;2012-01-29;;;;3.3
737;2012-01-30;;;;0.0
738;2012-01-31;;;;0.0
739;2012-02-01;;;;2.7
740;2012-02-02;;;;50.5
741;2012-02-03;;;;19.0
742;2012-02-04;;;;25.0
743;2012-02-05;;;;23.4
744;2012-02-06;;;;12.0
745;2012-02-07;;;;7.0
746;2012-02-08;;;;24.6
747;2012-02-09;;;;0.0
748;2012-02-10;;;;21.0
749;2012-02-11;;;;14.8
750;2012-02-12;;;;0.0
751;2012-02-13;;;;15.0
752;2012-02-14;;;;4.0
753;2012-02-15;;;;4.0
754;2012-02-16;;;;0.0
755;2012-02-17;;;;0.0
756;2012-02-18;;;;20.0
757;2012-02-19;;;;1.0
758;2012-02-20;;;;9.5
759;2012-02-21;;;;3.0
760;2012-02-22;;;;0.0
761;2012-02-23;;;;0.0
762;2012-02-24;;;;0.0
763;2012-02-25;;;;0.0
764;2012-02-26;;;;9.6
765;2012-02-27;;;;41.0
766;2012-02-28;;;;0.0
767;2012-02-29;;;;0.0
768;2012-03-01;;;;13.3
769;2012-03-02;;;;12.5
770;2012-03-03;;;;19.3
771;2012-03-04;;;;2.0
772;2012-03-05;;;;38.1
773;2012-03-06;;;;0.0
774;2012-03-07;;;;40.5
775;2012-03-08;;;;14.2
776;2012-03-09;;;;13.0
777;2012-03-10;;;;0.0
778;2012-03-11;;;;0.0
779;2012-03-12;;;;0.0
780;2012-03-13;;;;0.0
781;2012-03-14;;;;0.0
782;2012-03-15;;;;0.0
783;2012-03-16;;;;0.0
784;2012-03-17;;;;0.0
785;2012-03-18;;;;0.0
786;2012-03-19;;;;0.0
787;2012-03-20;;;;0.0
788;2012-03-21;;;;0.0
789;2012-03-22;;;;0.0
790;2012-03-23;;;;0.0
791;2012-03-24;;;;0.0
792;2012-03-25;;;;0.0
793;2012-03-26;;;;0.0
794;2012-03-27;;;;0.0
795;2012-03-28;;;;0.0
796;2012-03-29;;;;0.0
797;2012-03-30;;;;0.0
798;2012-03-31;;;;0.0
799;2012-04-01;;;;0.0
800;2012-04-02;;;;0.0
801;2012-04-03;;;;0.0
802;2012-04-04;;;;0.0
803;2012-04-05;;;;0.0
804;2012-04-06;;;;0.0
805;2012-04-07;;;;0.0
806;2012-04-08;;;;0.0
807;2012-04-09;;;;0.0
808;2012-04-10;;;;0.0
809;2012-04-11;;;;0.0
810;2012-04-12;;;;1.0
811;2012-04-13;;;;2.0
812;2012-04-14;;;;4.0
813;2012-04-15;;;;9.2
814;2012-04-16;;;;27.5
815;2012-04-17;;;;0.0
816;2012-04-18;;;;0.0
817;2012-04-19;;;;0.0
818;2012-04-20;;;;38.3
819;2012-04-21;;;;0.0
820;2012-04-22;;;;32.8
821;2012-04-23;;;;0.0
822;2012-04-24;;;;0.0
823;2012-04-25;;;;0.0
824;2012-04-26;;;;0.0
825;2012-04-27;;;;0.0
826;2012-04-28;;;;8.4
827;2012-04-29;;;;0.0
828;2012-04-30;;;;0.0
829;2012-05-01;;;;19.7
830;2012-05-02;;;;0.0
831;2012-05-03;;;;26.9
832;2012-05-04;;;;0.0
833;2012-05-05;;;;0.0
834;2012-05-06;;;;5.2
835;2012-05-07;;;;3.9
836;2012-05-08;;;;0.0
837;2012-05-09;;;;0.0
838;2012-05-10;;;;0.0
839;2012-05-11;;;;21.0
840;2012-05-12;;;;0.0
841;2012-05-13;;;;8.9
842;2012-05-14;;;;7.2
843;2012-05-15;;;;8.1
844;2012-05-16;;;;0.0
845;2012-05-17;;;;2.9
846;2012-05-18;;;;0.0
847;2012-05-19;;;;21.6
848;2012-05-20;;;;30.0
849;2012-05-21;;;;79.3
850;2012-05-22;;;;15.2
851;2012-05-23;;;;0.0
852;2012-05-24;;;;19.4
853;2012-05-25;;;;18.6
854;2012-05-26;;;;30.1
855;2012-05-27;;;;5.0
856;2012-05-28;;;;35.8
857;2012-05-29;;;;18.6
858;2012-05-30;;;;32.4
859;2012-05-31;;;;0.0
860;2012-06-01;;;;28.7
861;2012-06-02;;;;15.9
862;2012-06-03;;;;0.0
863;2012-06-04;;;;37.5
864;2012-06-05;;;;44.5
865;2012-06-06;;;;54.3
866;2012-06-07;;;;6.5
867;2012-06-08;;;;0.0
868;2012-06-09;;;;0.0
869;2012-06-10;;;;8.0
870;2012-06-11;;;;0.0
871;2012-06-12;;;;0.0
872;2012-06-13;;;;0.0
873;2012-06-14;;;;0.0
874;2012-06-15;;;;0.0
875;2012-06-16;;;;0.0
876;2012-06-17;;;;3.0
877;2012-06-18;;;;12.0
878;2012-06-19;;;;6.2
879;2012-06-20;;;;0.0
880;2012-06-21;;;;0.0
881;2012-06-22;;;;41.0
882;2012-06-23;;;;20.0
883;2012-06-24;;;;0.0
884;2012-06-25;;;;60.0
885;2012-06-26;;;;9.3
886;2012-06-27;;;;9.5
887;2012-06-28;;;;7.3
888;2012-06-29;;;;37.9
889;2012-06-30;;;;0.0
890;2012-07-01;;;;6.4
891;2012-07-02;;;;0.0
892;2012-07-03;;;;4.2
893;2012-07-04;;;;0.0
894;2012-07-05;;;;0.0
895;2012-07-06;;;;0.0
896;2012-07-07;;;;0.0
897;2012-07-08;;;;0.0
898;2012-07-09;;;;0.0
899;2012-07-10;;;;0.0
900;2012-07-11;;;;0.0
901;2012-07-12;;;;0.0
902;2012-07-13;;;;3.0
903;2012-07-14;;;;0.0
904;2012-07-15;;;;0.0
905;2012-07-16;;;;0.0
906;2012-07-17;;;;0.0
907;2012-07-18;;;;0.0
908;2012-07-19;;;;6.7
909;2012-07-20;;;;0.0
910;2012-07-21;;;;0.0
911;2012-07-22;;;;0.0
912;2012-07-23;;;;0.0
913;2012-07-24;;;;0.0
914;2012-07-25;;;;0.0
915;2012-07-26;;;;0.0
916;2012-07-27;;;;25.7
917;2012-07-28;;;;4.0
918;2012-07-29;;;;0.0
919;2012-07-30;;;;0.0
920;2012-07-31;;;;21.0
921;2012-08-01;;;;0.0
922;2012-08-02;;;;0.0
923;2012-08-03;;;;0.0
924;2012-08-04;;;;0.0
925;2012-08-05;;;;31.2
926;2012-08-06;;;;7.8
927;2012-08-07;;;;0.0
928;2012-08-08;;;;0.0
929;2012-08-09;;;;0.0
930;2012-08-10;;;;0.0
931;2012-08-11;;;;0.0
932;2012-08-12;;;;0.0
933;2012-08-13;;;;20.0
934;2012-08-14;;;;0.0
935;2012-08-15;;;;0.0
936;2012-08-16;;;;6.3
937;2012-08-17;;;;0.0
938;2012-08-18;;;;0.0
939;2012-08-19;;;;0.0
940;2012-08-20;;;;0.0
941;2012-08-21;;;;0.0
942;2012-08-22;;;;0.0
943;2012-08-23;;;;0.0
944;2012-08-24;;;;0.0
945;2012-08-25;;;;0.0
946;2012-08-26;;;;40.0
947;2012-08-27;;;;10.2
948;2012-08-28;;;;0.0
949;2012-08-29;;;;0.0
950;2012-08-30;;;;0.0
951;2012-08-31;;;;0.0
952;2012-09-01;;;;0.0
953;2012-09-02;;;;0.0
954;2012-09-03;;;;35.0
955;2012-09-04;;;;0.0
956;2012-09-05;;;;1.0
957;2012-09-06;;;;0.0
958;2012-09-07;;;;0.0
959;2012-09-08;;;;17.5
960;2012-09-09;;;;12.9
961;2012-09-10;;;;0.0
962;2012-09-11;;;;0.0
963;2012-09-12;;;;0.0
964;2012-09-13;;;;0.0
965;2012-09-14;;;;0.0
966;2012-09-15;;;;0.0
967;2012-09-16;;;;0.0
968;2012-09-17;;;;0.0
969;2012-09-18;;;;0.0
970;2012-09-19;;;;0.0
971;2012-09-20;;;;0.0
972;2012-09-21;;;;0.0
973;2012-09-22;;;;40.0
974;2012-09-23;;;;51.9
975;2012-09-24;;;;0.0
976;2012-09-25;;;;0.0
977;2012-09-26;;;;14.3
978;2012-09-27;;;;0.0
979;2012-09-28;;;;0.0
980;2012-09-29;;;;7.2
981;2012-09-30;;;;0.0
982;2012-10-01;;;;0.0
983;2012-10-02;;;;0.0
984;2012-10-03;;;;0.0
985;2012-10-04;;;;0.0
986;2012-10-05;;;;46.0
987;2012-10-06;;;;0.0
988;2012-10-07;;;;4.0
989;2012-10-08;;;;0.0
990;2012-10-09;;;;0.0
991;2012-10-10;;;;0.0
992;2012-10-11;;;;0.0
993;2012-10-12;;;;84.4
994;2012-10-13;;;;0.0
995;2012-10-14;;;;0.0
996;2012-10-15;;;;0.0
997;2012-10-16;;;;4.6
998;2012-10-17;;;;0.0
999;2012-10-18;;;;0.0
1000;2012-10-19;;;;1.4
1001;2012-10-20;;;;0.0
1002;2012-10-21;;;;0.0
1003;2012-10-22;;;;36.0
1004;2012-10-23;;;;0.0
1005;2012-10-24;;;;15.2
1006;2012-10-25;;;;0.0
1007;2012-10-26;;;;0.0
1008;2012-10-27;;;;1.3
1009;2012-10-28;;;;0.0
1010;2012-10-29;;;;0.0
1011;2012-10-30;;;;0.0
1012;2012-10-31;;;;0.0
1013;2012-11-01;;;;0.0
1014;2012-11-02;;;;0.0
1015;2012-11-03;;;;0.0
1016;2012-11-04;;;;9.0
1017;2012-11-05;;;;0.0
1018;2012-11-06;;;;0.0
1019;2012-11-07;;;;31.0
1020;2012-11-08;;;;0.0
1021;2012-11-09;;;;9.0
1022;2012-11-10;;;;32.0
1023;2012-11-11;;;;0.0
1024;2012-11-12;;;;0.0
1025;2012-11-13;;;;0.0
1026;2012-11-14;;;;0.0
1027;2012-11-15;;;;42.5
1028;2012-11-16;;;;71.0
1029;2012-11-17;;;;0.0
1030;2012-11-18;;;;5.0
1031;2012-11-19;;;;0.0
1032;2012-11-20;;;;55.5
1033;2012-11-21;;;;3.6
1034;2012-11-22;;;;0.0
1035;2012-11-23;;;;23.0
1036;2012-11-24;;;;13.0
1037;2012-11-25;;;;0.0
1038;2012-11-26;;;;0.0
1039;2012-11-27;;;;27.0
1040;2012-11-28;;;;79.0
1041;2012-11-29;;;;0.0
1042;2012-11-30;;;;0.0
1043;2012-12-01;;;;40.5
1044;2012-12-02;;;;0.0
1045;2012-12-03;;;;48.0
1046;2012-12-04;;;;0.0
1047;2012-12-05;;;;0.0
1048;2012-12-06;;;;22.5
1049;2012-12-07;;;;20.0
1050;2012-12-08;;;;0.0
1051;2012-12-09;;;;0.0
1052;2012-12-10;;;;0.0
1053;2012-12-11;;;;8.0
1054;2012-12-12;;;;12.0
1055;2012-12-13;;;;0.0
1056;2012-12-14;;;;0.0
1057;2012-12-15;;;;0.0
1058;2012-12-16;;;;38.5
1059;2012-12-17;;;;0.0
1060;2012-12-18;;;;0.0
1061;2012-12-19;;;;20.5
1062;2012-12-20;;;;18.7
1063;2012-12-21;;;;25.3
1064;2012-12-22;;;;0.0
1065;2012-12-23;;;;12.0
1066;2012-12-24;;;;10.3
1067;2012-12-25;;;;7.0
1068;2012-12-26;;;;21.0
1069;2012-12-27;;;;14.0
1070;2012-12-28;;;;4.5
1071;2012-12-29;;;;0.0
1072;2012-12-30;;;;0.0
1073;2012-12-31;;;;0.0
1074;2013-01-01;;;;24.5
1075;2013-01-02;;;;4.6
1076;2013-01-03;;;;10.5
1077;2013-01-04;;;;7.0
1078;2013-01-05;;;;6.0
1079;2013-01-06;;;;0.0
1080;2013-01-07;;;;5.0
1081;2013-01-08;;;;14.0
1082;2013-01-09;;;;2.0
1083;2013-01-10;;;;12.8
1084;2013-01-11;;;;0.0
1085;2013-01-12;;;;0.0
1086;2013-01-13;;;;0.0
1087;2013-01-14;;;;0.0
1088;2013-01-15;;;;0.0
1089;2013-01-16;;;;31.3
1090;2013-01-17;;;;5.0
1091;2013-01-18;;;;0.0
1092;2013-01-19;;;;0.0
1093;2013-01-20;;;;11.0
1094;2013-01-21;;;;0.0
1095;2013-01-22;;;;62.0
1096;2013-01-23;;;;10.6
1097;2013-01-24;;;;0.0
1098;2013-01-25;;;;40.0
1099;2013-01-26;;;;0.0
1100;2013-01-27;;;;0.0
1101;2013-01-28;;;;0.0
1102;2013-01-29;;;;0.0
1103;2013-01-30;;;;0.0
1104;2013-01-31;;;;0.0
1105;2013-02-01;;;;0.0
1106;2013-02-02;;;;24.5
1107;2013-02-03;;;;9.0
1108;2013-02-04;;;;57.0
1109;2013-02-05;;;;32.0
1110;2013-02-06;;;;0.0
1111;2013-02-07;;;;10.0
1112;2013-02-08;;;;30.5
1113;2013-02-09;;;;0.0
1114;2013-02-10;;;;0.0
1115;2013-02-11;;;;10.0
1116;2013-02-12;;;;14.0
1117;2013-02-13;;;;0.0
1118;2013-02-14;;;;0.0
1119;2013-02-15;;;;0.0
1120;2013-02-16;;;;0.0
1121;2013-02-17;;;;22.0
1122;2013-02-18;;;;0.0
1123;2013-02-19;;;;6.0
1124;2013-02-20;;;;0.0
1125;2013-02-21;;;;6.5
1126;2013-02-22;;;;0.0
1127;2013-02-23;;;;23.0
1128;2013-02-24;;;;0.0
1129;2013-02-25;;;;8.0
1130;2013-02-26;;;;0.0
1131;2013-02-27;;;;0.0
1132;2013-02-28;;;;0.0
1133;2013-04-01;;;;0.0
1134;2013-04-02;;;;0.0
1135;2013-04-03;;;;0.0
1136;2013-04-04;;;;0.0
1137;2013-04-05;;;;0.0
1138;2013-04-06;;;;0.0
1139;2013-04-07;;;;0.0
1140;2013-04-08;;;;0.0
1141;2013-04-09;;;;0.0
1142;2013-04-10;;;;0.0
1143;2013-04-11;;;;0.0
1144;2013-04-12;;;;35.6
1145;2013-04-13;;;;0.0
1146;2013-04-14;;;;29.0
1147;2013-04-15;;;;10.5
1148;2013-04-16;;;;4.5
1149;2013-04-17;;;;60.5
1150;2013-04-18;;;;0.0
1151;2013-04-19;;;;0.0
1152;2013-04-20;;;;0.0
1153;2013-04-21;;;;0.0
1154;2013-04-22;;;;0.0
1155;2013-04-23;;;;0.0
1156;2013-04-24;;;;0.0
1157;2013-04-25;;;;0.0
1158;2013-04-26;;;;0.0
1159;2013-04-27;;;;0.0
1160;2013-04-28;;;;0.0
1161;2013-04-29;;;;0.0
1162;2013-04-30;;;;0.0
1163;2013-05-01;;;;0.0
1164;2013-05-02;;;;0.0
1165;2013-05-03;;;;0.0
1166;2013-05-04;;;;0.0
1167;2013-05-05;;;;0.0
1168;2013-05-06;;;;27.0
1169;2013-05-07;;;;10.0
1170;2013-05-08;;;;0.0
1171;2013-05-09;;;;0.0
1172;2013-05-10;;;;0.0
1173;2013-05-11;;;;0.0
1174;2013-05-12;;;;0.0
1175;2013-05-13;;;;32.0
1176;2013-05-14;;;;26.0
1177;2013-05-15;;;;0.0
1178;2013-05-16;;;;5.0
1179;2013-05-17;;;;26.0
1180;2013-05-18;;;;0.0
1181;2013-05-19;;;;18.0
1182;2013-05-20;;;;130.0
1183;2013-05-21;;;;0.0
1184;2013-05-22;;;;0.0
1185;2013-05-23;;;;17.0
1186;2013-05-24;;;;0.0
1187;2013-05-25;;;;10.0
1188;2013-05-26;;;;0.0
1189;2013-05-27;;;;0.0
1190;2013-05-28;;;;5.0
1191;2013-05-29;;;;0.0
1192;2013-05-30;;;;7.0
1193;2013-05-31;;;;0.0
1194;2013-06-01;;;;37.0
1195;2013-06-02;;;;0.0
1196;2013-06-03;;;;0.0
1197;2013-06-04;;;;0.0
1198;2013-06-05;;;;0.0
1199;2013-06-06;;;;3.0
1200;2013-06-07;;;;0.0
1201;2013-06-08;;;;20.0
1202;2013-06-09;;;;0.0
1203;2013-06-10;;;;0.0
1204;2013-06-11;;;;0.0
1205;2013-06-12;;;;17.0
1206;2013-06-13;;;;0.0
1207;2013-06-14;;;;0.0
1208;2013-06-15;;;;0.0
1209;2013-06-16;;;;0.0
1210;2013-06-17;;;;19.0
1211;2013-06-18;;;;10.0
1212;2013-06-19;;;;38.0
1213;2013-06-20;;;;0.0
1214;2013-06-21;;;;0.0
1215;2013-06-22;;;;0.0
1216;2013-06-23;;;;0.0
1217;2013-06-24;;;;0.0
1218;2013-06-25;;;;29.0
1219;2013-06-26;;;;0.0
1220;2013-06-27;;;;0.0
1221;2013-06-28;;;;0.0
1222;2013-06-29;;;;14.0
1223;2013-06-30;;;;0.0
1224;2013-07-01;;;;0.0
1225;2013-07-02;;;;10.0
1226;2013-07-03;;;;0.0
1227;2013-07-04;;;;0.0
1228;2013-07-05;;;;0.0
1229;2013-07-06;;;;0.0
1230;2013-07-07;;;;30.0
1231;2013-07-08;;;;6.0
1232;2013-07-09;;;;0.0
1233;2013-07-10;;;;0.0
1234;2013-07-11;;;;0.0
1235;2013-07-12;;;;0.0
1236;2013-07-13;;;;8.0
1237;2013-07-14;;;;10.0
1238;2013-07-15;;;;0.0
1239;2013-07-16;;;;28.0
1240;2013-07-17;;;;0.0
1241;2013-07-18;;;;0.0
1242;2013-07-19;;;;0.0
1243;2013-07-20;;;;3.0
1244;2013-07-21;;;;0.0
1245;2013-07-22;;;;0.0
1246;2013-07-23;;;;0.0
1247;2013-07-24;;;;9.0
1248;2013-07-25;;;;0.0
1249;2013-07-26;;;;0.0
1250;2013-07-27;;;;0.0
1251;2013-07-28;;;;0.0
1252;2013-07-29;;;;0.0
1253;2013-07-30;;;;3.0
1254;2013-07-31;;;;0.0
1255;2013-08-01;;;;0.0
1256;2013-08-02;;;;28.0
1257;2013-08-03;;;;0.0
1258;2013-08-04;;;;0.0
1259;2013-08-05;;;;0.0
1260;2013-08-06;;;;25.5
1261;2013-08-07;;;;0.0
1262;2013-08-08;;;;0.0
1263;2013-08-09;;;;20.0
1264;2013-08-10;;;;36.4
1265;2013-08-11;;;;5.0
1266;2013-08-12;;;;0.0
1267;2013-08-13;;;;0.0
1268;2013-08-14;;;;44.0
1269;2013-08-15;;;;6.0
1270;2013-08-16;;;;0.0
1271;2013-08-17;;;;0.0
1272;2013-08-18;;;;0.0
1273;2013-08-19;;;;0.0
1274;2013-08-20;;;;54.0
1275;2013-08-21;;;;0.0
1276;2013-08-22;;;;0.0
1277;2013-08-23;;;;28.2
1278;2013-08-24;;;;0.0
1279;2013-08-25;;;;0.0
1280;2013-08-26;;;;24.2
1281;2013-08-27;;;;0.0
1282;2013-08-28;;;;0.0
1283;2013-08-29;;;;0.0
1284;2013-08-30;;;;0.0
1285;2013-08-31;;;;0.0
1286;2013-09-01;;;;0.0
1287;2013-09-02;;;;0.0
1288;2013-09-03;;;;0.0
1289;2013-09-04;;;;37.0
1290;2013-09-05;;;;0.0
1291;2013-09-06;;;;0.0
1292;2013-09-07;;;;0.0
1293;2013-09-08;;;;0.0
1294;2013-09-09;;;;0.0
1295;2013-09-10;;;;10.0
1296;2013-09-11;;;;0.0
1297;2013-09-12;;;;0.0
1298;2013-09-13;;;;0.0
1299;2013-09-14;;;;36.4
1300;2013-09-15;;;;16.5
1301;2013-09-16;;;;0.0
1302;2013-09-17;;;;0.0
1303;2013-09-18;;;;80.5
1304;2013-09-19;;;;2.0
1305;2013-09-20;;;;0.0
1306;2013-09-21;;;;0.0
1307;2013-09-22;;;;0.0
1308;2013-09-23;;;;0.0
1309;2013-09-24;;;;10.0
1310;2013-09-25;;;;0.0
1311;2013-09-26;;;;0.0
1312;2013-09-27;;;;0.0
1313;2013-09-28;;;;0.0
1314;2013-09-29;;;;0.0
1315;2013-09-30;;;;0.0
1316;2013-10-01;;;;0.0
1317;2013-10-02;;;;0.0
1318;2013-10-03;;;;0.0
1319;2013-10-04;;;;0.0
1320;2013-10-05;;;;0.0
1321;2013-10-06;;;;0.0
1322;2013-10-07;;;;0.0
1323;2013-10-08;;;;0.0
1324;2013-10-09;;;;0.0
1325;2013-10-10;;;;20.7
1326;2013-10-11;;;;0.0
1327;2013-10-12;;;;0.0
1328;2013-10-13;;;;5.0
1329;2013-10-14;;;;33.5
1330;2013-10-15;;;;0.0
1331;2013-10-16;;;;60.7
1332;2013-10-17;;;;23.5
1333;2013-10-18;;;;23.6
1334;2013-10-19;;;;0.0
1335;2013-10-20;;;;0.0
1336;2013-10-21;;;;0.0
1337;2013-10-22;;;;3.0
1338;2013-10-23;;;;12.5
1339;2013-10-24;;;;48.7
1340;2013-10-25;;;;25.5
1341;2013-10-26;;;;0.0
1342;2013-10-27;;;;0.0
1343;2013-10-28;;;;17.0
1344;2013-10-29;;;;5.0
1345;2013-10-30;;;;30.7
1346;2013-10-31;;;;0.0
1347;2013-11-01;;;;0.0
1348;2013-11-02;;;;0.0
1349;2013-11-03;;;;0.0
1350;2013-11-04;;;;0.0
1351;2013-11-05;;;;5.3
1352;2013-11-06;;;;0.0
1353;2013-11-07;;;;7.0
1354;2013-11-08;;;;10.0
1355;2013-11-09;;;;25.7
1356;2013-11-10;;;;0.0
1357;2013-11-11;;;;0.0
1358;2013-11-12;;;;0.0
1359;2013-11-13;;;;6.5
1360;2013-11-14;;;;13.4
1361;2013-11-15;;;;0.0
1362;2013-11-16;;;;0.0
1363;2013-11-17;;;;0.0
1364;2013-11-18;;;;0.0
1365;2013-11-19;;;;0.0
1366;2013-11-20;;;;35.7
1367;2013-11-21;;;;15.0
1368;2013-11-22;;;;0.0
1369;2013-11-23;;;;10.5
1370;2013-11-24;;;;33.0
1371;2013-11-25;;;;18.5
1372;2013-11-26;;;;63.3
1373;2013-11-27;;;;0.0
1374;2013-11-28;;;;15.4
1375;2013-11-29;;;;6.3
1376;2013-11-30;;;;0.0
1377;2013-12-01;;;;0.0
1378;2013-12-02;;;;0.0
1379;2013-12-03;;;;0.0
1380;2013-12-04;;;;56.0
1381;2013-12-05;;;;28.0
1382;2013-12-06;;;;0.0
1383;2013-12-07;;;;0.0
1384;2013-12-08;;;;0.0
1385;2013-12-09;;;;0.0
1386;2013-12-10;;;;0.0
1387;2013-12-11;;;;0.0
1388;2013-12-12;;;;28.7
1389;2013-12-13;;;;0.0
1390;2013-12-14;;;;0.0
1391;2013-12-15;;;;16.3
1392;2013-12-16;;;;5.3
1393;2013-12-17;;;;0.0
1394;2013-12-18;;;;0.0
1395;2013-12-19;;;;0.0
1396;2013-12-20;;;;3.3
1397;2013-12-21;;;;0.0
1398;2013-12-22;;;;0.0
1399;2013-12-23;;;;0.0
1400;2013-12-24;;;;3.0
1401;2013-12-25;;;;14.8
1402;2013-12-26;;;;0.0
1403;2013-12-27;;;;0.0
1404;2013-12-28;;;;5.5
1405;2013-12-29;;;;3.0
1406;2013-12-30;;;;7.5
1407;2013-12-31;;;;0.0
1408;2014-01-01;;;;4.0
1409;2014-01-02;;;;0.0
1410;2014-01-03;;;;20.8
1411;2014-01-04;;;;4.5
1412;2014-01-05;;;;20.3
1413;2014-01-06;;;;0.0
1414;2014-01-07;;;;8.5
1415;2014-01-08;;;;12.6
1416;2014-01-09;;;;0.0
1417;2014-01-10;;;;20.0
1418;2014-01-11;;;;0.0
1419;2014-01-12;;;;0.0
1420;2014-01-13;;;;0.0
1421;2014-01-14;;;;9.0
1422;2014-01-15;;;;0.0
1423;2014-01-16;;;;0.0
1424;2014-01-17;;;;0.0
1425;2014-01-18;;;;28.0
1426;2014-01-19;;;;0.0
1427;2014-01-20;;;;0.0
1428;2014-01-21;;;;0.0
1429;2014-01-22;;;;0.0
1430;2014-01-23;;;;0.0
1431;2014-01-24;;;;0.0
1432;2014-01-25;;;;0.0
1433;2014-01-26;;;;7.0
1434;2014-01-27;;;;12.0
1435;2014-01-28;;;;0.0
1436;2014-01-29;;;;0.0
1437;2014-01-30;;;;15.5
1438;2014-01-31;;;;0.0
1439;2014-02-01;;;;10.5
1440;2014-02-01;;;;15.0
1441;2014-02-02;;;;0.0
1442;2014-02-03;;;;0.0
1443;2014-02-04;;;;84.5
1444;2014-02-05;;;;78.8
1445;2014-02-06;;;;0.0
1446;2014-02-07;;;;6.5
1447;2014-02-08;;;;3.0
1448;2014-02-09;;;;0.0
1449;2014-02-10;;;;6.0
1450;2014-02-11;;;;0.0
1451;2014-02-12;;;;0.0
1452;2014-02-13;;;;0.0
1453;2014-02-14;;;;30.0
1454;2014-02-15;;;;35.0
1455;2014-02-16;;;;0.0
1456;2014-02-17;;;;0.0
1457;2014-02-18;;;;5.0
1458;2014-02-19;;;;35.0
1459;2014-02-20;;;;0.0
1460;2014-02-21;;;;12.0
1461;2014-02-22;;;;20.0
1462;2014-02-23;;;;4.5
1463;2014-02-24;;;;0.0
1464;2014-02-25;;;;0.0
1465;2014-02-26;;;;0.0
1466;2014-02-27;;;;0.0
1467;2014-02-28;;;;0.0
1468;2014-03-01;;;;70.0
1469;2014-03-02;;;;8.0
1470;2014-03-03;;;;0.0
1471;2014-03-04;;;;0.0
1472;2014-03-05;;;;0.0
1473;2014-03-06;;;;0.0
1474;2014-03-07;;;;10.5
1475;2014-03-08;;;;17.6
1476;2014-03-09;;;;30.8
1477;2014-03-10;;;;15.0
1478;2014-03-11;;;;0.0
1479;2014-03-12;;;;25.0
1480;2014-03-13;;;;25.7
1481;2014-03-14;;;;0.0
1482;2014-03-15;;;;0.0
1483;2014-03-16;;;;112.0
1484;2014-03-17;;;;73.0
1485;2014-03-18;;;;4.5
1486;2014-03-19;;;;18.5
1487;2014-03-20;;;;11.4
1488;2014-03-21;;;;0.0
1489;2014-03-22;;;;3.5
1490;2014-03-23;;;;7.0
1491;2014-03-24;;;;4.3
1492;2014-03-25;;;;0.0
1493;2014-03-26;;;;35.5
1494;2014-03-27;;;;20.3
1495;2014-03-28;;;;0.0
1496;2014-03-29;;;;3.0
1497;2014-03-30;;;;0.0
1498;2014-03-31;;;;0.0
1499;2014-04-01;;;;28.0
1500;2014-04-02;;;;7.3
1501;2014-04-03;;;;0.0
1502;2014-04-04;;;;38.5
1503;2014-04-05;;;;0.0
1504;2014-04-06;;;;36.7
1505;2014-04-07;;;;30.5
1506;2014-04-08;;;;3.6
1507;2014-04-09;;;;0.0
1508;2014-04-10;;;;0.0
1509;2014-04-11;;;;0.0
1510;2014-04-12;;;;0.0
1511;2014-04-13;;;;0.0
1512;2014-04-14;;;;0.0
1513;2014-04-15;;;;0.0
1514;2014-04-16;;;;8.7
1515;2014-04-17;;;;16.5
1516;2014-04-18;;;;4.5
1517;2014-04-19;;;;30.6
1518;2014-04-20;;;;5.0
1519;2014-04-21;;;;25.0
1520;2014-04-22;;;;29.0
1521;2014-04-23;;;;0.0
1522;2014-04-24;;;;30.0
1523;2014-04-25;;;;43.5
1524;2014-04-26;;;;0.0
1525;2014-04-27;;;;0.0
1526;2014-04-28;;;;48.3
1527;2014-04-29;;;;3.4
1528;2014-04-30;;;;0.0
1529;2014-05-01;;;;0.0
1530;2014-05-02;;;;0.0
