;FECHA;TMAX;TMIN;HR;PP
1531;2014-05-03;;;;0.0
1532;2014-05-04;;;;0.0
1533;2014-05-05;;;;0.0
1534;2014-05-06;;;;40.5
1535;2014-05-07;;;;0.0
1536;2014-05-08;;;;0.0
1537;2014-05-09;;;;46.2
1538;2014-05-10;;;;20.0
1539;2014-05-11;;;;35.0
1540;2014-05-12;;;;16.5
1541;2014-05-13;;;;15.0
1542;2014-05-14;;;;14.0
1543;2014-05-15;;;;0.0
1544;2014-05-16;;;;0.0
1545;2014-05-17;;;;18.5
1546;2014-05-18;;;;0.0
1547;2014-05-19;;;;17.1
1548;2014-05-20;;;;21.7
1549;2014-05-21;;;;19.6
1550;2014-05-22;;;;0.0
1551;2014-05-23;;;;25.9
1552;2014-05-24;;;;0.0
1553;2014-05-25;;;;0.0
1554;2014-05-26;;;;81.0
1555;2014-05-27;;;;20.0
1556;2014-05-28;;;;0.0
1557;2014-05-29;;;;0.0
1558;2014-05-30;;;;0.0
1559;2014-05-31;;;;0.0
1560;2014-05-01;;;;0.0
1561;2014-05-02;;;;0.0
1562;2014-05-03;;;;0.0
1563;2014-05-04;;;;0.0
1564;2014-05-05;;;;0.0
1565;2014-05-06;;;;40.5
1566;2014-05-07;;;;0.0
1567;2014-05-08;;;;0.0
1568;2014-05-09;;;;46.2
1569;2014-05-10;;;;20.0
1570;2014-05-11;;;;35.0
1571;2014-05-12;;;;16.5
1572;2014-05-13;;;;15.0
1573;2014-05-14;;;;14.0
1574;2014-05-15;;;;0.0
1575;2014-05-16;;;;0.0
1576;2014-05-17;;;;18.5
1577;2014-05-18;;;;0.0
1578;2014-05-19;;;;17.1
1579;2014-05-20;;;;21.7
1580;2014-05-21;;;;19.6
1581;2014-05-22;;;;0.0
1582;2014-05-23;;;;25.9
1583;2014-05-24;;;;0.0
1584;2014-05-25;;;;0.0
1585;2014-05-26;;;;81.0
1586;2014-05-27;;;;20.0
1587;2014-05-28;;;;0.0
1588;2014-05-29;;;;0.0
1589;2014-05-30;;;;0.0
1590;2014-05-31;;;;0.0
1591;2014-06-01;;;;40.0
1592;2014-06-02;;;;0.0
1593;2014-06-03;;;;0.0
1594;2014-06-04;;;;8.5
1595;2014-06-05;;;;0.0
1596;2014-06-06;;;;0.0
1597;2014-06-07;;;;0.0
1598;2014-06-08;;;;0.0
1599;2014-06-09;;;;0.0
1600;2014-06-10;;;;0.0
1601;2014-06-11;;;;0.0
1602;2014-06-12;;;;0.0
1603;2014-06-13;;;;19.9
1604;2014-06-14;;;;10.0
1605;2014-06-15;;;;20.0
1606;2014-06-16;;;;0.0
1607;2014-06-17;;;;0.0
1608;2014-06-18;;;;5.0
1609;2014-06-19;;;;0.0
1610;2014-06-20;;;;10.0
1611;2014-06-21;;;;0.0
1612;2014-06-22;;;;0.0
1613;2014-06-23;;;;7.4
1614;2014-06-24;;;;0.0
1615;2014-06-25;;;;0.0
1616;2014-06-26;;;;10.0
1617;2014-06-27;;;;5.0
1618;2014-06-28;;;;0.0
1619;2014-06-29;;;;12.0
1620;2014-06-30;;;;0.0
1621;2014-06-01;;;;40.0
1622;2014-06-02;;;;0.0
1623;2014-06-03;;;;0.0
1624;2014-06-04;;;;8.5
1625;2014-06-05;;;;0.0
1626;2014-06-06;;;;0.0
1627;2014-06-07;;;;0.0
1628;2014-06-08;;;;0.0
1629;2014-06-09;;;;0.0
1630;2014-06-10;;;;0.0
1631;2014-06-11;;;;0.0
1632;2014-06-12;;;;0.0
1633;2014-06-13;;;;19.9
1634;2014-06-14;;;;10.0
1635;2014-06-15;;;;20.0
1636;2014-06-16;;;;0.0
1637;2014-06-17;;;;0.0
1638;2014-06-18;;;;5.0
1639;2014-06-19;;;;0.0
1640;2014-06-20;;;;10.0
1641;2014-06-21;;;;0.0
1642;2014-06-22;;;;0.0
1643;2014-06-23;;;;7.4
1644;2014-06-24;;;;0.0
1645;2014-06-25;;;;0.0
1646;2014-06-26;;;;10.0
1647;2014-06-27;;;;5.0
1648;2014-06-28;;;;0.0
1649;2014-06-29;;;;12.0
1650;2014-06-30;;;;0.0
1651;2014-07-01;;;;20.0
1652;2014-07-01;;;;8.0
1653;2014-07-02;;;;0.0
1654;2014-07-03;;;;5.0
1655;2014-07-04;;;;10.0
1656;2014-07-05;;;;3.0
1657;2014-07-06;;;;0.0
1658;2014-07-07;;;;12.0
1659;2014-07-08;;;;40.8
1660;2014-07-09;;;;10.5
1661;2014-07-10;;;;0.0
1662;2014-07-11;;;;0.0
1663;2014-07-12;;;;0.0
1664;2014-07-13;;;;0.0
1665;2014-07-14;;;;10.8
1666;2014-07-15;;;;0.0
1667;2014-07-16;;;;5.0
1668;2014-07-17;;;;25.0
1669;2014-07-18;;;;40.3
1670;2014-07-19;;;;45.5
1671;2014-07-20;;;;0.0
1672;2014-07-21;;;;0.0
1673;2014-07-22;;;;0.0
1674;2014-07-23;;;;0.0
1675;2014-07-24;;;;0.0
1676;2014-07-25;;;;0.0
1677;2014-07-26;;;;13.4
1678;2014-07-27;;;;10.7
1679;2014-07-28;;;;0.0
1680;2014-07-29;;;;0.0
1681;2014-07-30;;;;0.0
1682;2014-07-31;;;;0.0
1683;2014-08-01;;;;0.0
1684;2014-08-01;;;;0.0
1685;2014-08-02;;;;0.0
1686;2014-08-03;;;;5.0
1687;2014-08-04;;;;0.0
1688;2014-08-05;;;;0.0
1689;2014-08-06;;;;0.0
1690;2014-08-07;;;;42.8
1691;2014-08-08;;;;19.7
1692;2014-08-09;;;;0.0
1693;2014-08-10;;;;0.0
1694;2014-08-11;;;;80.9
1695;2014-08-12;;;;0.0
1696;2014-08-13;;;;0.0
1697;2014-08-14;;;;0.0
1698;2014-08-15;;;;0.0
1699;2014-08-16;;;;0.0
1700;2014-08-17;;;;0.0
1701;2014-08-18;;;;0.0
1702;2014-08-19;;;;0.0
1703;2014-08-20;;;;0.0
1704;2014-08-21;;;;0.0
1705;2014-08-22;;;;0.0
1706;2014-08-23;;;;0.0
1707;2014-08-24;;;;0.0
1708;2014-08-25;;;;10.0
1709;2014-08-26;;;;15.5
1710;2014-08-27;;;;17.4
1711;2014-08-28;;;;7.3
1712;2014-08-29;;;;28.8
1713;2014-08-30;;;;7.0
1714;2014-08-31;;;;0.0
1715;2014-09-01;;;;0.0
1716;2014-09-01;;;;15.0
1717;2014-09-02;;;;0.0
1718;2014-09-03;;;;15.7
1719;2014-09-04;;;;8.5
1720;2014-09-05;;;;0.0
1721;2014-09-06;;;;4.0
1722;2014-09-07;;;;32.4
1723;2014-09-08;;;;0.0
1724;2014-09-09;;;;5.0
1725;2014-09-10;;;;35.8
1726;2014-09-11;;;;60.5
1727;2014-09-12;;;;10.0
1728;2014-09-13;;;;7.0
1729;2014-09-14;;;;15.2
1730;2014-09-15;;;;0.0
1731;2014-09-16;;;;0.0
1732;2014-09-17;;;;0.0
1733;2014-09-18;;;;12.7
1734;2014-09-19;;;;5.0
1735;2014-09-20;;;;10.3
1736;2014-09-21;;;;8.0
1737;2014-09-22;;;;20.5
1738;2014-09-23;;;;0.0
1739;2014-09-24;;;;0.0
1740;2014-09-25;;;;0.0
1741;2014-09-26;;;;0.0
1742;2014-09-27;;;;0.0
1743;2014-09-28;;;;0.0
1744;2014-09-29;;;;0.0
1745;2014-09-30;;;;0.0
1746;2014-10-01;;;;0.0
1747;2014-10-01;;;;10.0
1748;2014-10-02;;;;8.5
1749;2014-10-03;;;;18.0
1750;2014-10-04;;;;0.0
1751;2014-10-05;;;;0.0
1752;2014-10-06;;;;15.5
1753;2014-10-07;;;;12.0
1754;2014-10-08;;;;0.0
1755;2014-10-09;;;;7.0
1756;2014-10-10;;;;9.0
1757;2014-10-11;;;;30.8
1758;2014-10-12;;;;18.0
1759;2014-10-13;;;;0.0
1760;2014-10-14;;;;0.0
1761;2014-10-15;;;;0.0
1762;2014-10-16;;;;10.0
1763;2014-10-17;;;;0.0
1764;2014-10-18;;;;0.0
1765;2014-10-19;;;;0.0
1766;2014-10-20;;;;6.0
1767;2014-10-21;;;;15.0
1768;2014-10-22;;;;0.0
1769;2014-10-23;;;;30.7
1770;2014-10-24;;;;16.3
1771;2014-10-25;;;;0.0
1772;2014-10-26;;;;0.0
1773;2014-10-27;;;;20.0
1774;2014-10-28;;;;0.0
1775;2014-10-29;;;;0.0
1776;2014-10-30;;;;0.0
1777;2014-10-31;;;;0.0
1778;2014-11-01;;;;0.0
1779;2014-11-01;;;;83.5
1780;2014-11-02;;;;22.5
1781;2014-11-03;;;;12.5
1782;2014-11-04;;;;8.6
1783;2014-11-05;;;;10.0
1784;2014-11-06;;;;15.4
1785;2014-11-07;;;;0.0
1786;2014-11-08;;;;47.9
1787;2014-11-09;;;;0.0
1788;2014-11-10;;;;0.0
1789;2014-11-11;;;;0.0
1790;2014-11-12;;;;0.0
1791;2014-11-13;;;;5.0
1792;2014-11-14;;;;65.4
1793;2014-11-15;;;;0.0
1794;2014-11-16;;;;10.0
1795;2014-11-17;;;;8.5
1796;2014-11-18;;;;0.0
1797;2014-11-19;;;;0.0
1798;2014-11-20;;;;0.0
1799;2014-11-21;;;;0.0
1800;2014-11-22;;;;33.6
1801;2014-11-23;;;;0.0
1802;2014-11-24;;;;10.6
1803;2014-11-25;;;;27.5
1804;2014-11-26;;;;12.0
1805;2014-11-27;;;;5.5
1806;2014-11-28;;;;18.0
1807;2014-11-29;;;;73.8
1808;2014-11-30;;;;14.5
1809;2014-12-01;;;;0.0
1810;2018-08-01;;;;0.0
1811;2018-08-02;;;;0.0
1812;2018-08-03;;;;2.1
1813;2018-08-04;;;;0.0
1814;2018-08-05;;;;5.6
1815;2018-08-06;;;;24.1
1816;2018-08-07;;;;60.2
1817;2018-08-08;;;;0.0
1818;2018-08-09;;;;12.6
1819;2018-08-10;;;;11.7
1820;2018-08-11;;;;0.0
1821;2018-08-12;;;;0.0
1822;2018-08-13;;;;0.0
1823;2018-08-14;;;;1.2
1824;2018-08-15;;;;66.3
1825;2018-08-16;;;;11.7
1826;2018-08-17;;;;0.0
1827;2018-08-18;;;;0.0
1828;2018-08-19;;;;0.0
1829;2018-08-20;;;;2.2
1830;2018-08-21;;;;17.8
1831;2018-08-22;;;;1.1
1832;2018-08-23;;;;0.0
1833;2018-08-24;;;;0.0
1834;2018-08-25;;;;0.0
1835;2018-08-26;;;;4.6
1836;2018-08-27;;;;0.0
1837;2018-08-28;;;;0.0
1838;2018-08-29;;;;0.0
1839;2018-08-30;;;;0.0
1840;2018-08-31;;;;0.0
1841;2018-10-01;;;;5.0
1842;2018-10-02;;;;12.5
1843;2018-10-03;;;;31.1
1844;2018-10-04;;;;30.7
1845;2018-10-05;;;;10.3
1846;2018-10-06;;;;2.4
1847;2018-10-07;;;;0.0
1848;2018-10-08;;;;0.0
1849;2018-10-09;;;;9.2
1850;2018-10-10;;;;3.9
1851;2018-10-11;;;;4.9
1852;2018-10-12;;;;0.0
1853;2018-10-13;;;;38.8
1854;2018-10-14;;;;62.2
1855;2018-10-15;;;;0.0
1856;2018-10-16;;;;1.9
1857;2018-10-17;;;;0.0
1858;2018-10-18;;;;0.0
1859;2018-10-19;;;;0.0
1860;2018-10-20;;;;8.9
1861;2018-10-21;;;;0.0
1862;2018-10-22;;;;0.0
1863;2018-10-23;;;;0.0
1864;2018-10-24;;;;0.0
1865;2018-10-25;;;;0.0
1866;2018-10-26;;;;3.8
1867;2018-10-27;;;;7.8
1868;2018-10-28;;;;0.0
1869;2018-10-29;;;;0.4
1870;2018-10-30;;;;33.3
1871;2018-10-31;;;;24.7
1872;2019-01-01;;;;2.5
1873;2019-01-02;;;;12.2
1874;2019-01-03;;;;0.6
1875;2019-01-04;;;;0.9
1876;2019-01-05;;;;0.0
1877;2019-01-06;;;;0.0
1878;2019-01-07;;;;2.5
1879;2019-01-08;;;;1.5
1880;2019-01-09;;;;0.0
1881;2019-01-10;;;;4.9
1882;2019-01-11;;;;53.2
1883;2019-01-12;;;;0.0
1884;2019-01-13;;;;0.0
1885;2019-01-14;;;;44.3
1886;2019-01-15;;;;10.5
1887;2019-01-16;;;;0.8
1888;2019-01-17;;;;39.7
1889;2019-01-18;;;;0.0
1890;2019-01-19;;;;2.9
1891;2019-01-20;;;;30.5
1892;2019-01-21;;;;10.1
1893;2019-01-22;;;;25.0
1894;2019-01-23;;;;0.0
1895;2019-01-24;;;;21.8
1896;2019-01-25;;;;19.1
1897;2019-01-26;;;;0.0
1898;2019-01-27;;;;13.2
1899;2019-01-28;;;;22.7
1900;2019-01-29;;;;4.4
1901;2019-01-30;;;;0.0
1902;2019-01-31;;;;9.9
